	Title	created_at	URL	text	About_text	Year	Month	Day	Time	Date
42	"Τσίπρας: ""Για να τελειώσει η επιβάρυνση του καταναλωτή πρέπει να τελειώσει η κυβέρνηση Μητσοτάκη"""	29 Απριλίου 2022 13:55	https://www.news247.gr/politiki/tsipras-gia-na-teleiosei-i-epivarynsi-toy-katanaloti-prepei-na-teleiosei-i-kyvernisi-mitsotaki.9613585.html	"Αποκλειστική ευθύνη των υπέρογκων λογαριασμών ρεύματος επέρριψε στην κυβέρνηση ο Αλέξης Τσίπρας. ""Η ΡΑΕ εκτιμά ότι υπάρχουν ουρανοκατέβατα κέρδη αλλά 40 μέρες δεν έχει γίνει τίποτα""."	ΑΛΕΞΗΣ ΤΣΙΠΡΑΣ	2022	Απριλίου	29	13:55	2022-04-29 13:55:00
43	"ΚΙΝΑΛ: ""Τα κόμματα να υιοθετήσουν την πρότασή μας για πλαφόν στη λιανική τιμή ρεύματος"""	29 Απριλίου 2022 13:32	https://www.news247.gr/politiki/kinal-ta-kommata-na-yiothetisoyn-tin-protasi-mas-gia-plafon-sti-lianiki-timi-reymatos.9613510.html	"Τη στήριξη της πρότασής του από τα κόμματα, για το πλαφόν στην τιμή του ρεύματος στη λιανική, ζητά το Κίνημα Αλλαγής. Επίθεση κατά ΝΔ και ΣΥΡΙΖΑ για ""εξυπηρέτηση συμφερόντων των ηλεκτροπαραγωγών""."	ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ	2022	Απριλίου	29	13:32	2022-04-29 13:32:00
44	Ρήτρα Αναπροσαρμογής: Τι είναι, πώς υπολογίζεται - Παραδείγματα από τους παρόχους	29 Απριλίου 2022 12:51	https://www.news247.gr/oikonomia/ritra-anaprosarmogis-ti-einai-pos-ypologizetai-paradeigmata-apo-toys-parochoys.9613408.html	Ρήτρα αναπροσαρμογής είναι ένας όρος στα συμβόλαια των παρόχων ηλεκτρικής ενέργειας που δίνει το δικαίωμα στις εταιρείες αυτές να αλλάζουν το κόστος πώλησης της κιλοβατώρας. Τα παραδείγματα, οι αντιδράσεις και οι διευκρινήσεις της ΡΑΕ.	ΔΕΗ	2022	Απριλίου	29	12:51	2022-04-29 12:51:00
45	Βασίλη Οικονόμου πες μια συγγνώμη, τζάμπα είναι	29 Απριλίου 2022 11:15	https://www.news247.gr/politiki/vasili-oikonomoy-pes-mia-syggnomi-tzampa-einai.9613238.html	"Συνέχεια του πολιτικού αμοραλισμού από τον βουλευτή της ΝΔ, ο οποίος είδε το κόμμα στο οποίο ανήκει να τον καλύπτει. Κάνει λόγο για ""μονταζιέρες"". Σε αντίθετη γραμμή ο Στέλιος Πέτσας."	ΒΑΣΙΛΗΣ ΟΙΚΟΝΟΜΟΥ	2022	Απριλίου	29	11:15	2022-04-29 11:15:00
46	Πέτσας: Η κυβέρνηση θα ανακοινώσει μέτρα για την ενεργειακή ακρίβεια	29 Απριλίου 2022 11:12	https://www.news247.gr/politiki/petsas-i-kyvernisi-tha-anakoinosei-metra-gia-tin-energeiaki-akriveia.9613301.html	"Για ""γενναία παρέμβαση"" της κυβέρνησης με νέα μέτρα κατά της ενεργειακής ακρίβειας, μίλησε ο Στέλιος Πέτσας. Τι είπε για τις διακοπές ρεύματος. Πώς σχολίασε τις δηλώσεις του Βασίλη Οικονόμου."	ΣΤΕΛΙΟΣ ΠΕΤΣΑΣ	2022	Απριλίου	29	11:12	2022-04-29 11:12:00
47	ΡΑΕ: Καλεί σε ακρόαση τους προμηθευτές ρεύματος για περιπτώσεις αδιαφάνειας στις συμβάσεις	29 Απριλίου 2022 06:28	https://www.news247.gr/energia/se-akroasi-kalei-i-rae-toys-promitheytes-reymatos-gia-periptoseis-adiafaneias-stis-symvaseis.9613047.html	Σε ανακοίνωσή της η Ρυθμιστική Αρχή Ενέργειας ενημερώνει ότι η ρήτρα αναπροσαρμογής εφαρμόζεται από το 2013 και ότι από τις 8 Απριλίου καλεί εταιρείες προμήθειας για να ελέγξει εάν οι συμβάσεις τους είναι σαφείς.	ΗΛΕΚΤΡΙΚΗ ΕΝΕΡΓΕΙΑ	2022	Απριλίου	29	06:28	2022-04-29 06:28:00
48	Στη ΡΑΕ σήμερα ο Αλέξης Τσίπρας για τα υπερκέρδη και την ακρίβεια	29 Απριλίου 2022 06:17	https://www.news247.gr/politiki/sti-rae-simera-o-alexis-tsipras-gia-ta-yperkerdi-kai-tin-akriveia.9612780.html	Την επόμενη εβδομάδα κατατίθεται στην Βουλή η τροπολογία του ΣΥΡΙΖΑ για την ρήτρα αναπροσαρμογής.	ΑΛΕΞΗΣ ΤΣΙΠΡΑΣ	2022	Απριλίου	29	06:17	2022-04-29 06:17:00
49	"Το ηλεκτρικό ρεύμα δεν είναι ""προϊόν"": Είναι δικαίωμα"	29 Απριλίου 2022 06:09	https://www.news247.gr/gnomes/gerasimos-livitsanos/to-ilektriko-reyma-den-einai-proion-einai-dikaioma.9612656.html	Στην πολιτική συζήτηση για την ενεργειακή ακρίβεια μάλλον πρέπει να επανέλθουν τα… αυτονόητα.	ΒΑΣΙΛΗΣ ΟΙΚΟΝΟΜΟΥ	2022	Απριλίου	29	06:09	2022-04-29 06:09:00
50	"ΣΥΡΙΖΑ για ΔΕΗ: Λαϊκισμός είναι το ""δεν είμαστε στην εποχή του τζάμπα"""	28 Απριλίου 2022 21:01	https://www.news247.gr/politiki/syriza-gia-dei-laikismos-einai-to-den-eimaste-stin-epochi-toy-tzampa.9612784.html	"Απάντηση στο υπουργείο Ενέργειας και Περιβάλλοντος εξέδωσε ο ΣΥΡΙΖΑ-ΠΣ, επισημαίνοντας πως η ρήτρα αναπροσαρμογής ""έχει την υπογραφή Μητσοτάκη"" και εφαρμόστηκε από τη ΔΕΗ τον Αύγουστο του 2021."	ΣΥ.ΡΙΖ.Α.	2022	Απριλίου	28	21:01	2022-04-28 21:01:00
51	"Οικονόμου: ""Ο Τσίπρας επιδιώκει να ξαναβυθίσει τη χώρα στην άβυσσο, όπως και το 2015"""	28 Απριλίου 2022 18:34	https://www.news247.gr/politiki/oikonomoy-o-tsipras-epidiokei-na-xanavythisei-ti-chora-stin-avysso-opos-kai-to-2015.9612665.html	"Κριτική κατά του Αλέξη Τσίπρα, με αφορμή τον χαρακτηρισμό της ρήτρας αναπροσαρμογής ως ""παράνομη"" και την τροπολογία που αναμένεται να καταθέσει ο ΣΥΡΙΖΑ, άσκησε ο Γιάννης Οικονόμου."	ΓΙΑΝΝΗΣ ΟΙΚΟΝΟΜΟΥ	2022	Απριλίου	28	18:34	2022-04-28 18:34:00
52	"ΣΥΡΙΖΑ: Αφού ""ο τζάμπας πέθανε"" ο κ. Μητσοτάκης να βάλει λουκέτο στη ΝΔ"	28 Απριλίου 2022 18:16	https://www.news247.gr/politiki/syriza-afoy-o-tzampas-pethane-o-k-mitsotakis-na-valei-loyketo-sti-nd.9612637.html	"Την απαράδεκτη δήλωση του Βασίλη Οικονόμου για τους ""Έλληνες που έχουν μάθει στο τζάμπα"", σχολιάζει με ανακοίνωσή του ο ΣΥΡΙΖΑ. ""Ο μόνος που έχει μάθει στο τζάμπα και ζει παρασιτικά από το Δημόσιο είναι ο κ. Μητσοτάκης"", αναφέρει."	ΣΥ.ΡΙΖ.Α.	2022	Απριλίου	28	18:16	2022-04-28 18:16:00
53	Σκρέκας: Έχουμε εξετάσει ακόμα και τα πιο δυσμενή σενάρια για την επάρκεια εφοδιασμού της χώρας	28 Απριλίου 2022 15:49	https://www.news247.gr/politiki/skrekas-echoyme-exetasei-akoma-kai-ta-pio-dysmeni-senaria-gia-tin-eparkeia-efodiasmoy-tis-choras.9612428.html	Καθησυχαστικός φάνηκε ο υπουργός Περιβάλλοντος και Ενέργειας, Κώστας Σκρέκας, μιλώντας για την διασφάλιση της επάρκειας ρεύματος και φυσικού αερίου για την χώρα.	ΚΩΝΣΤΑΝΤΙΝΟΣ ΣΚΡΕΚΑΣ	2022	Απριλίου	28	15:49	2022-04-28 15:49:00
54	"Βασίλης Οικονόμου: Το Πόθεν Έσχες του βουλευτή που μας είπε ότι ""το τζάμπα πέθανε"""	28 Απριλίου 2022 15:20	https://www.news247.gr/politiki/vasilis-oikonomoy-to-pothen-esches-toy-voyleyti-poy-mas-eipe-oti-to-tzampa-pethane.9612335.html	Ο Βασίλης Οικονόμου των 18 ακινήτων και των 259.000 ευρώ σε οφειλές, αισθάνεται πως μπορεί να κουνάει το δάχτυλο στον πολίτη που αδυνατεί να πληρώσει το ρεύμα του. Και όλα αυτά, με κυβερνητική κάλυψη.	ΒΑΣΙΛΗΣ ΟΙΚΟΝΟΜΟΥ	2022	Απριλίου	28	15:20	2022-04-28 15:20:00
55	Οικονόμου: Σε ευρώ πληρώναμε, σε ευρώ θα πληρώνουμε τη Ρωσία - Μέσα στον Μάιο νέα μέτρα για το ρεύμα	28 Απριλίου 2022 14:30	https://www.news247.gr/politiki/oikonomoy-se-eyro-plironame-se-eyro-tha-plironoyme-ti-rosia-mesa-sto-maio-nea-metra-gia-to-reyma.9612354.html	Η κυβέρνηση ετοιμάζει το νέο πακέτο μέτρων, αλλά δεν ακολουθεί το παράδειγμα Ισπανίας και Πορτογαλίας. Η Ελλάδα θα συνεχίσει να πληρώνει σε ευρώ τη Ρωσία για το φυσικό αέριο.	ΚΥΒΕΡΝΗΣΗ	2022	Απριλίου	28	14:30	2022-04-28 14:30:00
56	Τσίπρας: Τροπολογία ΣΥΡΙΖΑ για μη πληρωμή της ρήτρας αναπροσαρμογής	28 Απριλίου 2022 13:45	https://www.news247.gr/politiki/tropologia-syriza-gia-mi-pliromi-tis-ritras-anaprosarmogis.9612233.html	Ο πρόεδρος του ΣΥΡΙΖΑ τόνισε πως η ρήτρα αναπροσαρμογής είναι παράλογη και παράνομη καθώς και πως νομοταγείς πολίτες που δεν άφησαν τόσα χρόνια απλήρωτο λογαριασμό, έχουν πλέον υπερβεί τα όριά τους.	ΣΥ.ΡΙΖ.Α.	2022	Απριλίου	28	13:45	2022-04-28 13:45:00
57	ΣΥΡΙΖΑ: Θεσμική απάντηση στην κυβερνητική απραξία για τους φουσκωμένους λογαριασμούς	28 Απριλίου 2022 06:08	https://www.news247.gr/politiki/syriza-thesmiki-apantisi-stin-kyvernitiki-apraxia-gia-toys-foyskomenoys-logariasmoys.9611703.html	Συνάντηση σήμερα, του Αλέξη Τσίπρα με τον πρόεδρο των Δικηγορικών Συλλόγων, Δημήτρη Βερβεσσό, ενόψει της προσφυγής τους ενάντια στην ρήτρα αναπροσαρμογής. 	ΑΚΡΙΒΕΙΑ	2022	Απριλίου	28	06:08	2022-04-28 06:08:00
58	Ηλιόπουλος: Οι πολίτες πληρώνουν τη ρήτρα Μητσοτάκη και την έπαυλη Στάσση	27 Απριλίου 2022 14:49	https://www.news247.gr/politiki/iliopoylos-oi-polites-plironoyn-ti-ritra-mitsotaki-kai-tin-epayli-stassi.9611071.html	"Επίθεση στην κυβέρνηση εξαπολύει ο εκπρόσωπος Τύπου του ΣΥΡΙΖΑ για τις διακοπές ρεύματος σε πολίτες ""που αδυνατούν να πληρώσουν τη ληστρική ρήτρα αναπροσαρμογής""."	ΔΕΗ	2022	Απριλίου	27	14:49	2022-04-27 14:49:00
59	"Ενεργειακά ""καυτός"" Μάιος με τέσσερις σταθμούς - Το φλερτ Μητσοτάκη με τις ΗΠΑ"	26 Απριλίου 2022 06:12	https://www.news247.gr/politiki/energeiaka-kaytos-maios-me-tesseris-stathmoys-to-flert-mitsotaki-me-tis-ipa.9609170.html	Ευρωπαϊκές λύσεις στην ενεργειακή κρίση, αλλά και στενότερη συνεργασία με ΗΠΑ στο φυσικό αέριο επιδιώκει ο Κ.Μητσοτάκης.	ΑΚΡΙΒΕΙΑ	2022	Απριλίου	26	06:12	2022-04-26 06:12:00
60	Golden boys στις βίλες με τα φώτα αναμμένα	26 Απριλίου 2022 06:05	https://www.news247.gr/gnomes/manos-xwrianopoylos/golden-boys-stis-viles-me-ta-fota-anammena.9609286.html	Μπορεί τα υπερστελέχη με την πολυετή εμπειρία να είναι απασχολημένα με τις επενδύσεις τους, αλλά μήπως να σπαταλούσαν λίγο χρόνο για να μας εξηγήσουν πώς ο μέσος πολίτης θα πληρώσει έναν λογαριασμό ρεύματος που ισούται με 4 μισθούς;	ΔΕΗ	2022	Απριλίου	26	06:05	2022-04-26 06:05:00
61	Μια ανασκόπηση όσων διαδραματίστηκαν την εβδομάδα που πέρασε στη Βουλή	24 Απριλίου 2022 07:31	https://www.news247.gr/politiki/mia-anaskopisi-oson-diadramatistikan-tin-evdomada-poy-perase-sti-voyli.9606856.html	Ποια καίρια ζητήματα έθιξαν τα κόμματα αυτή την εβδομάδα; Τι βρέθηκε στο επίκεντρο του πολιτικού ενδιαφέροντός τους;	ΒΟΥΛΗ	2022	Απριλίου	24	07:31	2022-04-24 07:31:00
62	"Έρευνα 20/20: ""Δυσκολεύομαι να πληρώσω"" λένε 8 στους 10 Έλληνες "	21 Απριλίου 2022 09:51	https://www.news247.gr/20-20/ereyna-20-20-dyskoleyomai-na-pliroso-lene-8-stoys-10-ellines.9603803.html	Η ακρίβεια το μεγαλύτερο πρόβλημα της χώρας για τους Έλληνες, όπως δείχνει η νέα έρευνα της aboutpeople για το 20/20 του NEWS 24/7. Επτά στους 10 δεν γνώριζαν τι είναι η Ρήτρα Αναπροσαρμογής στο ρεύμα.	ΑΚΡΙΒΕΙΑ	2022	Απριλίου	21	09:51	2022-04-21 09:51:00
63	"Σε πολιτική ""ανάσταση"" μέσω κατώτατου μισθού ελπίζει η ΝΔ "	21 Απριλίου 2022 06:07	https://www.news247.gr/politiki/se-politiki-anastasi-meso-katotatoy-misthoy-elpizei-i-nd.9604533.html	Η επίσπευση των ανακοινώσεων για τον κατώτατο μισθό από τον Κ. Μητσοτάκη έχει ως στόχο και να διευκολύνει τους βουλευτές της ΝΔ να κάνουν Πάσχα στις περιφέρειες τους, εν μέσω ακρίβειας.	ΑΚΡΙΒΕΙΑ	2022	Απριλίου	21	06:07	2022-04-21 06:07:00
64	"Βαρουφάκης: ""Τα 50 ευρώ να τα δώσει ο πρωθυπουργός στην παρέα του"""	20 Απριλίου 2022 20:56	https://www.news247.gr/politiki/varoyfakis-ta-50-eyro-na-ta-dosei-o-prothypoyrgos-stin-parea-toy.9604621.html	"Σκληρή κριτική στις ανακοινώσεις του Κυριάκου Μητσοτάκη για την αύξηση του κατώτατου μισθού, άσκησε το ΜέΡΑ25. ""Τα 50 ευρώ να τα δώσει ο πρωθυπουργός στην παρέα του"", έγραψε ο Γιάνης Βαρουφάκης."	ΓΙΑΝΗΣ ΒΑΡΟΥΦΑΚΗΣ	2022	Απριλίου	20	20:56	2022-04-20 20:56:00
65	Σταϊκούρας - Καύσιμα: Παράταση στην πλατφόρμα για να μπουν όσοι ιδιοκτήτες TAXI το αμέλησαν	20 Απριλίου 2022 12:42	https://www.news247.gr/oikonomia/staikoyras-kaysima-paratasi-stin-platforma-gia-na-mpoyn-osoi-idioktites-taxi-to-amelisan.9603741.html	Σημαντικά μειωμένος θα είναι ο νέος ΕΝΦΙΑ σύμφωνα με τον υπουργό Οικονομικών, Χρήστο Σταϊκούρα ενώ, όπως επεσήμανε, θα επεκταθεί ο μειωμένος ΦΠΑ σε εστίαση και μεταφορές.	ΧΡΗΣΤΟΣ ΣΤΑΪΚΟΥΡΑΣ	2022	Απριλίου	20	12:42	2022-04-20 12:42:00
66	Ο λογαριασμός θα πάει στο τέλος στον Μητσοτάκη	20 Απριλίου 2022 06:10	https://www.news247.gr/gnomes/giannhs-almpanhs/o-logariasmos-tha-paei-sto-telos-ston-mitsotaki.9603295.html	"Ο Γιάννης Αλμπάνης γράφει για τους απίστευτα ""φουσκωμένους"" λογαριασμούς ηλεκτρικού ρεύματος, την αποτυχία της αγοράς και τις ευθύνες. "	ΗΛΕΚΤΡΙΚΗ ΕΝΕΡΓΕΙΑ	2022	Απριλίου	20	06:10	2022-04-20 06:10:00
